customer_id,account_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,loan_status,approved_by,approved_date,created_at,outstanding_balance,paid_emi_count,next_emi_date,rejection_reason
492,576,Home Loan,6046000,9.17,156,66473.36,2022-03-30,2035-03-30,Closed,45,2022-03-05,2022-03-30,0.00,156,,
822,131,Car Loan,1414000,9.99,84,23466.77,2023-08-20,2030-08-20,Pending,,,2023-08-20,1414000,0,,
884,1283,Gold Loan,711000,9.65,12,62392.52,2024-11-18,2025-11-18,Closed,8,2024-11-13,2024-11-18,0.00,12,,
349,1024,Personal Loan,972000,11.06,24,45329.9,2026-03-05,2028-03-05,Active,36,2026-02-26,2026-03-05,861268.10,5,2026-09-05,
638,525,Car Loan,1772000,10.38,72,33168.36,2025-02-28,2031-02-28,Active,74,2025-02-08,2025-02-28,1791091.44,18,2026-09-28,
10,862,Personal Loan,1297000,15.25,72,27601.48,2022-11-26,2028-11-26,Closed,88,2022-11-08,2022-11-26,0.00,72,,
158,610,Business Loan,2520000,14.96,108,42589.29,2023-07-26,2032-07-26,Closed,41,2023-07-08,2023-07-26,0.00,108,,
296,409,Education Loan,1370000,7.84,120,16506.28,2026-04-19,2036-04-19,Approved,79,2026-03-21,2026-04-19,1914728.48,4,2026-09-19,
693,1066,Business Loan,3083000,12.28,60,69016.65,2023-08-02,2028-08-02,Approved,21,2023-07-24,2023-08-02,1656399.60,36,2026-09-02,
142,1327,Home Loan,5141000,7.04,240,39981.65,2025-06-14,2045-06-14,Defaulted,85,2025-06-09,2025-06-14,9035852.90,14,2026-09-14,
275,457,Education Loan,1109000,7.79,108,14317.33,2025-10-27,2034-10-27,Defaulted,6,2025-10-24,2025-10-27,1403098.34,10,2026-09-27,
896,348,Car Loan,946000,9.73,60,19974.26,2022-10-25,2027-10-25,Active,74,2022-10-01,2022-10-25,279639.64,46,2026-09-25,
534,752,Education Loan,618000,10.33,156,7214.39,2026-06-13,2039-06-13,Pending,,,2026-06-13,618000,0,,
909,813,Home Loan,4798000,8.53,192,45882.3,2026-04-17,2042-04-17,Active,13,2026-04-14,2026-04-17,8625872.40,4,2026-09-17,
265,773,Car Loan,2141000,8.08,60,43493.78,2026-05-09,2031-05-09,Closed,56,2026-04-11,2026-05-09,0.00,60,,
867,765,Car Loan,2486000,9.61,72,45567.81,2024-11-13,2030-11-13,Approved,90,2024-11-08,2024-11-13,2323958.31,21,2026-09-13,
664,385,Home Loan,4972000,8.88,180,50075.02,2022-07-05,2037-07-05,Active,86,2022-06-11,2022-07-05,6559827.62,49,2026-09-05,
259,917,Education Loan,624000,10.02,120,8253.12,2024-01-31,2034-01-31,Closed,10,2024-01-13,2024-01-31,0.00,120,,
746,1342,Car Loan,2466000,10.52,60,53028.39,2022-10-21,2027-10-21,Pending,,,2022-10-21,2466000,0,,
82,206,Home Loan,3580000,7.57,144,37912.74,2023-12-01,2035-12-01,Approved,55,2023-11-20,2023-12-01,4246226.88,32,2026-09-01,
660,1260,Home Loan,1169000,7.03,120,13591.16,2022-11-27,2032-11-27,Closed,96,2022-11-08,2022-11-27,0.00,120,,
16,1435,Home Loan,7143000,7.08,216,58585.62,2022-10-13,2040-10-13,Pending,,,2022-10-13,7143000,0,,
126,683,Car Loan,651000,8.36,72,11528.91,2021-12-15,2027-12-15,Active,66,2021-12-14,2021-12-15,184462.56,56,2026-09-15,
99,88,Business Loan,4930000,15.07,84,95326.72,2025-09-24,2032-09-24,Defaulted,16,2025-09-18,2025-09-24,6958850.56,11,2026-09-24,
545,187,Car Loan,1719000,11.47,48,44821.83,2026-01-01,2030-01-01,Active,99,2025-12-19,2026-01-01,1837695.03,7,2026-09-01,
267,1169,Personal Loan,767000,10.6,36,24965.56,2025-09-25,2028-09-25,Active,97,2025-09-15,2025-09-25,624139.00,11,2026-09-25,
336,910,Car Loan,2319000,8.23,36,72915.34,2025-09-01,2028-09-01,Pending,,,2025-09-01,2319000,0,,
290,478,Home Loan,1340000,9.25,180,13791.18,2026-04-29,2041-04-29,Active,95,2026-03-31,2026-04-29,2427247.68,4,2026-09-29,
429,1321,Home Loan,6845000,9.25,132,82819.7,2024-11-13,2035-11-13,Active,78,2024-11-04,2024-11-13,9192986.70,21,2026-09-13,
403,1442,Car Loan,549000,9.3,84,8916.72,2025-03-25,2032-03-25,Active,98,2025-02-26,2025-03-25,597420.24,17,2026-09-25,
52,323,Car Loan,676000,8.08,36,21208.34,2025-08-20,2028-08-20,Rejected,,,2025-08-20,0.00,0,,Low credit score
874,941,Business Loan,3529000,11.13,48,91431.8,2026-03-30,2030-03-30,Approved,76,2026-03-10,2026-03-30,3931567.40,5,2026-09-30,
43,581,Business Loan,3869000,14.4,96,68094.07,2022-06-22,2030-06-22,Approved,94,2022-06-06,2022-06-22,3132327.22,50,2026-09-22,
287,497,Business Loan,1294000,9.43,24,59371.68,2023-03-08,2025-03-08,Active,91,2023-02-08,2023-03-08,0.00,24,2025-04-08,
151,1060,Home Loan,6694000,7.21,204,57019.47,2022-08-10,2039-08-10,Defaulted,73,2022-07-30,2022-08-10,8895037.32,48,2026-09-10,
362,1083,Personal Loan,1132000,16.36,12,102900.28,2022-08-27,2023-08-27,Active,73,2022-08-01,2022-08-27,0.00,12,2023-09-27,
556,64,Car Loan,2081000,10.97,84,35598.97,2023-06-20,2030-06-20,Defaulted,78,2023-06-01,2023-06-20,1637552.62,38,2026-09-20,
638,525,Home Loan,7470000,8.79,216,68975.81,2024-07-17,2042-07-17,Active,66,2024-07-09,2024-07-17,13174379.71,25,2026-09-17,
804,123,Gold Loan,620000,10.79,12,54735.91,2026-06-05,2027-06-05,Rejected,,,2026-06-05,0.00,0,,High existing liabilities
327,251,Home Loan,6744000,8.98,120,85357.16,2025-01-22,2035-01-22,Pending,,,2025-01-22,6744000,0,,
765,804,Education Loan,1723000,8.83,180,17302.0,2024-05-22,2039-05-22,Active,44,2024-05-02,2024-05-22,2647206.00,27,2026-09-22,
730,767,Personal Loan,567000,10.54,12,49990.82,2025-10-15,2026-10-15,Approved,45,2025-09-20,2025-10-15,99981.64,10,2026-09-15,
43,581,Education Loan,1319000,6.83,96,17871.49,2024-01-27,2032-01-27,Active,98,2024-01-21,2024-01-27,1161646.85,31,2026-09-27,
366,1174,Business Loan,543000,14.83,36,18778.1,2022-03-19,2025-03-19,Pending,,,2022-03-19,543000,0,,
532,436,Business Loan,1657000,11.56,120,23353.58,2021-09-26,2031-09-26,Active,78,2021-09-14,2021-09-26,1424568.38,59,2026-09-26,
860,134,Gold Loan,645000,11.05,12,57021.21,2025-09-27,2026-09-27,Closed,29,2025-09-15,2025-09-27,0.00,12,,
666,61,Gold Loan,613000,10.56,36,19941.35,2021-12-19,2024-12-19,Active,86,2021-12-03,2021-12-19,0.00,36,2025-01-19,
938,333,Gold Loan,182000,12.55,12,16217.34,2023-07-12,2024-07-12,Pending,,,2023-07-12,182000,0,,
71,760,Home Loan,4925000,7.32,192,43609.35,2024-06-15,2040-06-15,Active,97,2024-05-26,2024-06-15,7239152.10,26,2026-09-15,
600,1434,Gold Loan,751000,9.94,36,24211.51,2024-02-10,2027-02-10,Active,85,2024-01-25,2024-02-10,145269.06,30,2026-09-10,
289,161,Gold Loan,745000,11.44,36,24545.87,2025-05-27,2028-05-27,Active,26,2025-04-29,2025-05-27,515463.27,15,2026-09-27,
375,1329,Education Loan,759000,9.3,180,7834.32,2022-12-30,2037-12-30,Rejected,,,2022-12-30,0.00,0,,Unstable employment history
487,128,Personal Loan,1161000,17.62,36,41751.95,2025-10-27,2028-10-27,Active,75,2025-10-10,2025-10-27,1085550.70,10,2026-09-27,
651,1116,Education Loan,1001000,9.66,180,10549.55,2024-01-13,2039-01-13,Pending,,,2024-01-13,1001000,0,,
699,962,Car Loan,1553000,8.14,72,27335.41,2026-04-29,2032-04-29,Rejected,,,2026-04-29,0.00,0,,Unstable employment history
178,1316,Education Loan,503000,8.7,144,5639.64,2022-11-07,2034-11-07,Pending,,,2022-11-07,503000,0,,
500,290,Personal Loan,1468000,15.35,72,31320.58,2021-12-27,2027-12-27,Active,76,2021-12-12,2021-12-27,501129.28,56,2026-09-27,
593,530,Car Loan,1651000,8.88,84,26462.63,2022-01-05,2029-01-05,Approved,83,2021-12-06,2022-01-05,767416.27,55,2026-09-05,
892,719,Car Loan,1087000,9.04,36,34586.55,2023-07-12,2026-07-12,Rejected,,,2023-07-12,0.00,0,,Low credit score
322,395,Education Loan,239000,9.7,60,5042.84,2022-10-11,2027-10-11,Active,92,2022-09-27,2022-10-11,70599.76,46,2026-09-11,
894,1466,Car Loan,738000,8.02,36,23133.05,2025-02-25,2028-02-25,Closed,23,2025-02-08,2025-02-25,0.00,36,,
887,747,Education Loan,1246000,7.7,168,12140.55,2024-04-17,2038-04-17,Defaulted,8,2024-04-07,2024-04-17,1699677.00,28,2026-09-17,
271,1098,Personal Loan,1011000,13.69,60,23362.03,2023-09-20,2028-09-20,Closed,23,2023-09-02,2023-09-20,0.00,60,,
24,903,Business Loan,1155000,11.74,72,22424.61,2021-09-02,2027-09-02,Active,48,2021-08-19,2021-09-02,291519.93,59,2026-09-02,
333,1137,Business Loan,2364000,13.29,24,112711.15,2022-05-22,2024-05-22,Active,61,2022-04-22,2022-05-22,0.00,24,2024-06-22,
932,10,Personal Loan,359000,10.3,72,6705.22,2021-09-14,2027-09-14,Pending,,,2021-09-14,359000,0,,
821,433,Car Loan,635000,10.95,84,10856.06,2023-09-07,2030-09-07,Active,27,2023-08-21,2023-09-07,531946.94,35,2026-09-07,
455,783,Business Loan,3979000,15.66,60,96044.2,2022-09-24,2027-09-24,Closed,65,2022-09-14,2022-09-24,0.00,60,,
819,859,Education Loan,1820000,8.37,108,24044.58,2026-01-30,2035-01-30,Active,40,2026-01-12,2026-01-30,2428502.58,7,2026-09-30,
765,804,Business Loan,2987000,15.07,120,48318.88,2024-10-05,2034-10-05,Closed,10,2024-09-28,2024-10-05,0.00,120,,
330,239,Personal Loan,551000,16.28,60,13481.36,2022-07-24,2027-07-24,Active,9,2022-07-16,2022-07-24,148294.96,49,2026-09-24,
837,616,Gold Loan,124000,11.71,24,5820.33,2024-02-21,2026-02-21,Closed,13,2024-02-06,2024-02-21,0.00,24,,
821,1339,Car Loan,1731000,8.94,36,54997.01,2025-01-08,2028-01-08,Rejected,,,2025-01-08,0.00,0,,Unstable employment history
141,1175,Gold Loan,768000,11.18,12,67941.61,2025-12-14,2026-12-14,Closed,25,2025-11-23,2025-12-14,0.00,12,,
319,1469,Personal Loan,974000,17.66,12,89138.79,2023-09-03,2024-09-03,Active,3,2023-08-26,2023-09-03,0.00,12,2024-10-03,
930,1110,Education Loan,1865000,9.39,132,22710.53,2024-09-12,2035-09-12,Pending,,,2024-09-12,1865000,0,,
767,3,Car Loan,2039000,8.92,60,42247.16,2024-08-11,2029-08-11,Pending,,,2024-08-11,2039000,0,,
636,881,Car Loan,796000,9.62,60,16764.2,2022-02-28,2027-02-28,Active,24,2022-02-07,2022-02-28,100585.20,54,2026-09-28,
286,1473,Business Loan,4729000,15.59,48,133030.26,2023-03-31,2027-03-31,Active,37,2023-03-01,2023-03-31,931211.82,41,2026-09-30,
950,925,Education Loan,1671000,9.4,180,17348.31,2021-10-17,2036-10-17,Active,50,2021-10-08,2021-10-17,2116493.82,58,2026-09-17,
749,1410,Car Loan,2287000,8.93,48,56836.11,2022-07-13,2026-07-13,Active,50,2022-06-27,2022-07-13,0.00,48,2026-08-13,
224,988,Car Loan,1391000,10.67,60,30015.29,2023-08-05,2028-08-05,Defaulted,37,2023-07-06,2023-08-05,720366.96,36,2026-09-05,
4,1011,Personal Loan,1203000,11.46,24,56326.5,2025-02-01,2027-02-01,Rejected,,,2025-02-01,0.00,0,,High existing liabilities
357,1163,Personal Loan,1460000,10.1,12,128425.11,2025-11-20,2026-11-20,Defaulted,83,2025-11-05,2025-11-20,385275.33,9,2026-09-20,
488,157,Business Loan,1216000,14.97,108,20558.26,2025-03-25,2034-03-25,Approved,1,2025-03-01,2025-03-25,1870801.66,17,2026-09-25,
695,1209,Education Loan,1065000,8.4,120,13147.58,2023-12-05,2033-12-05,Active,79,2023-11-21,2023-12-05,1156987.04,32,2026-09-05,
237,1363,Personal Loan,1112000,14.39,48,30605.04,2024-08-14,2028-08-14,Closed,95,2024-08-11,2024-08-14,0.00,48,,
321,1224,Home Loan,2594000,7.87,216,22493.0,2024-01-23,2042-01-23,Closed,82,2024-01-11,2024-01-23,0.00,216,,
565,539,Business Loan,1012000,12.33,108,15555.37,2022-04-12,2031-04-12,Closed,1,2022-04-05,2022-04-12,0.00,108,,
893,968,Personal Loan,333000,11.88,60,7387.22,2023-01-08,2028-01-08,Active,98,2022-12-20,2023-01-08,125582.74,43,2026-09-08,
152,1451,Education Loan,1127000,9.6,156,12671.95,2021-11-30,2034-11-30,Closed,30,2021-11-23,2021-11-30,0.00,156,,
12,337,Gold Loan,357000,8.69,12,31168.88,2022-01-04,2023-01-04,Pending,,,2022-01-04,357000,0,,
466,604,Education Loan,1471000,7.62,60,29559.78,2023-01-05,2028-01-05,Pending,,,2023-01-05,1471000,0,,
621,208,Car Loan,1568000,8.2,84,24595.72,2026-06-13,2033-06-13,Active,26,2026-05-29,2026-06-13,2016849.04,2,2026-09-13,
416,599,Car Loan,1732000,8.07,84,27055.77,2024-05-31,2031-05-31,Active,43,2024-05-21,2024-05-31,1542178.89,27,2026-09-30,
670,363,Car Loan,2090000,10.95,36,68374.44,2021-09-01,2024-09-01,Active,71,2021-08-29,2021-09-01,0.00,36,2024-10-01,
582,1255,Car Loan,1788000,8.13,36,56136.71,2025-03-24,2028-03-24,Approved,39,2025-03-07,2025-03-24,1066597.49,17,2026-09-24,
846,662,Education Loan,1383000,9.28,180,14258.6,2025-01-07,2040-01-07,Closed,51,2024-12-10,2025-01-07,0.00,180,,
114,696,Home Loan,2025000,9.0,216,18963.01,2026-05-18,2044-05-18,Active,52,2026-05-11,2026-05-18,4039121.13,3,2026-09-18,
878,477,Business Loan,2600000,14.33,72,54035.43,2023-11-23,2029-11-23,Defaulted,42,2023-10-25,2023-11-23,2107381.77,33,2026-09-23,
156,194,Home Loan,3009000,8.18,132,34641.37,2026-06-29,2037-06-29,Pending,,,2026-06-29,3009000,0,,
292,1384,Gold Loan,278000,9.06,36,8848.09,2022-04-07,2025-04-07,Closed,12,2022-03-25,2022-04-07,0.00,36,,
408,185,Education Loan,1644000,7.43,96,22767.24,2026-04-05,2034-04-05,Active,83,2026-03-31,2026-04-05,2094586.08,4,2026-09-05,
42,1437,Personal Loan,221000,10.62,36,7195.55,2022-07-26,2025-07-26,Active,16,2022-06-28,2022-07-26,0.00,36,2025-08-26,
24,903,Gold Loan,907000,12.06,36,30151.38,2024-07-07,2027-07-07,Active,31,2024-06-29,2024-07-07,331665.18,25,2026-09-07,
438,626,Education Loan,1949000,6.73,60,38344.74,2026-03-25,2031-03-25,Approved,70,2026-02-25,2026-03-25,2108960.70,5,2026-09-25,
462,213,Car Loan,1221000,9.53,36,39129.36,2024-02-07,2027-02-07,Pending,,,2024-02-07,1221000,0,,
524,547,Education Loan,1658000,9.28,132,20088.29,2025-07-10,2036-07-10,Rejected,,,2025-07-10,0.00,0,,High existing liabilities
157,1247,Gold Loan,909000,13.6,36,30891.16,2025-02-12,2028-02-12,Closed,26,2025-01-25,2025-02-12,0.00,36,,
735,370,Car Loan,1883000,10.67,48,48365.9,2024-01-31,2028-01-31,Defaulted,96,2024-01-15,2024-01-31,822220.30,31,2026-09-30,
600,1092,Home Loan,1552000,7.15,156,15306.13,2026-03-02,2039-03-02,Active,68,2026-02-05,2026-03-02,2311225.63,5,2026-09-02,
755,782,Car Loan,2471000,7.79,84,38255.52,2024-03-20,2031-03-20,Active,42,2024-02-25,2024-03-20,2104053.60,29,2026-09-20,
259,1182,Education Loan,1288000,8.0,132,14703.1,2024-02-21,2035-02-21,Active,68,2024-02-19,2024-02-21,1499716.20,30,2026-09-21,
804,1322,Personal Loan,345000,10.93,24,16068.49,2025-10-07,2027-10-07,Closed,76,2025-09-09,2025-10-07,0.00,24,,
423,78,Education Loan,1513000,8.78,132,17913.37,2022-02-04,2033-02-04,Rejected,,,2022-02-04,0.00,0,,High existing liabilities
332,993,Car Loan,581000,11.16,36,19065.25,2025-07-29,2028-07-29,Active,3,2025-07-02,2025-07-29,438500.75,13,2026-09-29,
720,111,Car Loan,995000,10.33,84,16688.33,2021-11-30,2028-11-30,Active,92,2021-11-12,2021-11-30,450584.91,57,2026-09-30,
786,106,Home Loan,6682000,8.2,156,69777.99,2025-10-14,2038-10-14,Defaulted,83,2025-10-03,2025-10-14,10187586.54,10,2026-09-14,
321,1257,Gold Loan,241000,10.15,48,6129.76,2024-01-02,2028-01-02,Pending,,,2024-01-02,241000,0,,
996,1448,Business Loan,3828000,12.78,120,56660.5,2025-04-04,2035-04-04,Closed,82,2025-03-10,2025-04-04,0.00,120,,
435,737,Home Loan,4078000,8.69,120,50976.7,2025-02-07,2035-02-07,Pending,,,2025-02-07,4078000,0,,
106,1131,Car Loan,1636000,8.87,84,26213.92,2022-05-06,2029-05-06,Closed,30,2022-04-29,2022-05-06,0.00,84,,
922,977,Personal Loan,533000,13.91,72,10957.19,2022-05-03,2028-05-03,Defaulted,39,2022-04-14,2022-05-03,230100.99,51,2026-09-03,
149,1259,Home Loan,4130000,7.82,120,49716.35,2022-06-24,2032-06-24,Active,71,2022-05-29,2022-06-24,3480144.50,50,2026-09-24,
979,936,Business Loan,1299000,13.7,24,62184.79,2026-01-09,2028-01-09,Active,91,2026-01-08,2026-01-09,1057141.43,7,2026-09-09,
906,655,Gold Loan,914000,13.76,24,43780.22,2025-01-28,2027-01-28,Closed,63,2025-01-21,2025-01-28,0.00,24,,
713,790,Personal Loan,294000,15.1,48,8197.15,2023-12-27,2027-12-27,Approved,86,2023-12-15,2023-12-27,131154.40,32,2026-09-27,
493,844,Education Loan,588000,7.07,84,8894.63,2026-06-23,2033-06-23,Defaulted,82,2026-06-16,2026-06-23,729359.66,2,2026-09-23,
958,814,Personal Loan,564000,13.02,72,11327.75,2025-06-29,2031-06-29,Active,30,2025-06-05,2025-06-29,657009.50,14,2026-09-29,
129,499,Home Loan,6458000,8.45,204,59753.74,2024-04-27,2041-04-27,Rejected,,,2024-04-27,0.00,0,,Eligibility criteria not met
447,1033,Car Loan,1220000,8.11,60,24801.48,2023-02-14,2028-02-14,Active,55,2023-01-16,2023-02-14,446426.64,42,2026-09-14,
283,453,Car Loan,414000,10.49,60,8896.42,2026-06-05,2031-06-05,Active,23,2026-05-30,2026-06-05,515992.36,2,2026-09-05,
674,450,Home Loan,4490000,7.86,216,38906.48,2026-05-06,2044-05-06,Closed,93,2026-04-15,2026-05-06,0.00,216,,
128,875,Education Loan,511000,8.31,144,5618.56,2024-04-28,2036-04-28,Active,90,2024-04-06,2024-04-28,651752.96,28,2026-09-28,
507,419,Home Loan,4158000,7.24,240,32838.64,2024-11-05,2044-11-05,Pending,,,2024-11-05,4158000,0,,
332,993,Business Loan,2640000,10.31,84,44251.15,2023-10-09,2030-10-09,Active,34,2023-09-14,2023-10-09,2212557.50,34,2026-09-09,
917,1491,Education Loan,1858000,6.85,156,18021.96,2023-10-03,2036-10-03,Active,80,2023-09-03,2023-10-03,2198679.12,34,2026-09-03,
865,755,Business Loan,1990000,11.26,120,27705.95,2026-05-26,2036-05-26,Pending,,,2026-05-26,1990000,0,,
126,29,Home Loan,6783000,7.33,144,70953.98,2023-08-19,2035-08-19,Active,84,2023-08-12,2023-08-19,7663029.84,36,2026-09-19,
151,1060,Home Loan,7679000,8.85,240,68350.9,2024-08-01,2044-08-01,Defaulted,77,2024-07-31,2024-08-01,14763794.40,24,2026-09-01,
124,1433,Business Loan,3757000,12.36,60,84257.47,2024-07-21,2029-07-21,Pending,,,2024-07-21,3757000,0,,
933,394,Education Loan,997000,8.64,72,17793.84,2022-01-19,2028-01-19,Active,3,2022-01-03,2022-01-19,302495.28,55,2026-09-19,
786,221,Home Loan,2210000,7.71,132,24884.38,2022-04-21,2033-04-21,Closed,85,2022-03-29,2022-04-21,0.00,132,,
903,1407,Personal Loan,422000,17.3,12,38548.51,2025-08-28,2026-08-28,Active,56,2025-08-10,2025-08-28,0.00,12,2026-09-28,
259,729,Home Loan,6235000,8.23,228,54161.69,2021-09-23,2040-09-23,Active,58,2021-09-17,2021-09-23,9153325.61,59,2026-09-23,
965,1126,Car Loan,1545000,11.36,48,40201.98,2025-07-16,2029-07-16,Closed,78,2025-06-28,2025-07-16,0.00,48,,
585,230,Car Loan,1710000,7.53,60,34289.27,2026-01-19,2031-01-19,Rejected,,,2026-01-19,0.00,0,,Insufficient income
737,282,Business Loan,2960000,12.29,24,139738.68,2022-10-31,2024-10-31,Closed,61,2022-10-26,2022-10-31,0.00,24,,
765,1012,Business Loan,2449000,14.79,48,67897.09,2023-01-19,2027-01-19,Active,98,2022-12-31,2023-01-19,339485.45,43,2026-09-19,
268,1103,Business Loan,4952000,10.2,48,126071.68,2022-06-30,2026-06-30,Closed,55,2022-06-23,2022-06-30,0.00,48,,
857,1330,Education Loan,1455000,6.71,156,14003.37,2021-12-06,2034-12-06,Approved,23,2021-12-03,2021-12-06,1400337.00,56,2026-09-06,
148,1213,Business Loan,1572000,9.22,120,20101.08,2022-01-02,2032-01-02,Closed,99,2021-12-11,2022-01-02,0.00,120,,
34,958,Education Loan,513000,8.32,60,10480.53,2021-09-06,2026-09-06,Active,24,2021-08-17,2021-09-06,10480.53,59,2026-09-06,
804,1322,Education Loan,1096000,9.49,84,17907.39,2025-05-09,2032-05-09,Active,66,2025-05-07,2025-05-09,1235609.91,15,2026-09-09,
939,1006,Home Loan,4833000,7.55,168,46683.95,2024-11-08,2038-11-08,Active,96,2024-10-19,2024-11-08,6862540.65,21,2026-09-08,
534,1144,Home Loan,7089000,7.23,192,62405.4,2024-09-16,2040-09-16,Rejected,,,2024-09-16,0.00,0,,Insufficient income
662,1145,Gold Loan,446000,10.43,60,9570.82,2022-10-26,2027-10-26,Defaulted,68,2022-10-22,2022-10-26,133991.48,46,2026-09-26,
43,28,Gold Loan,875000,12.94,36,29456.93,2026-06-20,2029-06-20,Active,21,2026-06-19,2026-06-20,1001535.62,2,2026-09-20,
487,1374,Personal Loan,602000,13.39,84,11079.61,2024-08-28,2031-08-28,Closed,59,2024-08-25,2024-08-28,0.00,84,,
299,463,Education Loan,264000,8.55,168,2700.2,2025-02-06,2039-02-06,Approved,84,2025-02-05,2025-02-06,405030.00,18,2026-09-06,
43,28,Home Loan,7027000,9.44,156,78357.01,2022-06-24,2035-06-24,Closed,40,2022-06-01,2022-06-24,0.00,156,,
693,1066,Personal Loan,1195000,16.81,12,108881.96,2022-10-21,2023-10-21,Defaulted,35,2022-10-02,2022-10-21,326645.88,9,2023-08-21,
973,77,Personal Loan,262000,13.07,84,4776.27,2022-09-04,2029-09-04,Closed,41,2022-08-19,2022-09-04,0.00,84,,
642,465,Car Loan,1337000,10.55,36,43487.3,2026-06-17,2029-06-17,Closed,44,2026-06-13,2026-06-17,0.00,36,,
322,1253,Home Loan,7844000,8.27,120,96292.14,2021-11-10,2031-11-10,Active,100,2021-10-25,2021-11-10,6066404.82,57,2026-09-10,
851,25,Gold Loan,399000,12.12,48,10530.72,2022-11-20,2026-11-20,Closed,5,2022-11-18,2022-11-20,0.00,48,,
586,575,Education Loan,1362000,10.14,60,29032.39,2023-08-28,2028-08-28,Active,9,2023-07-30,2023-08-28,696777.36,36,2026-09-28,
735,220,Gold Loan,636000,9.59,48,16005.66,2022-10-11,2026-10-11,Pending,,,2022-10-11,636000,0,,
77,160,Personal Loan,1353000,11.14,36,44385.24,2022-09-25,2025-09-25,Active,3,2022-09-01,2022-09-25,0.00,36,2025-10-25,
158,610,Gold Loan,545000,11.15,48,14125.54,2025-07-05,2029-07-05,Active,57,2025-07-02,2025-07-05,494393.90,13,2026-09-05,
693,1115,Business Loan,2739000,13.13,36,92459.33,2025-01-27,2028-01-27,Active,24,2025-01-23,2025-01-27,1571808.61,19,2026-09-27,
714,1261,Business Loan,4651000,13.34,72,94201.35,2025-02-08,2031-02-08,Rejected,,,2025-02-08,0.00,0,,Eligibility criteria not met
404,1021,Business Loan,1198000,10.47,120,16145.1,2025-07-03,2035-07-03,Pending,,,2025-07-03,1198000,0,,
654,159,Personal Loan,1137000,13.57,24,54359.96,2026-01-28,2028-01-28,Active,68,2026-01-26,2026-01-28,924119.32,7,2026-09-28,
141,1471,Home Loan,7635000,7.2,180,69482.07,2022-10-20,2037-10-20,Rejected,,,2022-10-20,0.00,0,,Unstable employment history
392,1109,Personal Loan,226000,15.71,12,20474.17,2025-02-28,2026-02-28,Rejected,,,2025-02-28,0.00,0,,Low credit score
799,1222,Personal Loan,400000,14.31,72,8308.84,2025-04-04,2031-04-04,Active,45,2025-03-18,2025-04-04,465295.04,16,2026-09-04,
16,625,Home Loan,1209000,8.26,144,13259.82,2022-01-10,2034-01-10,Defaulted,9,2022-01-07,2022-01-10,1180123.98,55,2026-09-10,
323,1146,Business Loan,2258000,15.85,72,48793.89,2025-06-19,2031-06-19,Pending,,,2025-06-19,2258000,0,,
926,1235,Gold Loan,144000,8.03,36,4514.43,2025-08-02,2028-08-02,Closed,5,2025-07-19,2025-08-02,0.00,36,,
112,631,Home Loan,1334000,7.55,132,14906.9,2024-07-08,2035-07-08,Active,34,2024-06-30,2024-07-08,1595038.30,25,2026-09-08,
64,983,Personal Loan,1377000,10.11,72,25586.53,2025-04-22,2031-04-22,Rejected,,,2025-04-22,0.00,0,,Low credit score
491,964,Personal Loan,286000,17.74,48,8362.44,2023-10-19,2027-10-19,Pending,,,2023-10-19,286000,0,,
120,789,Home Loan,3186000,8.93,144,36132.17,2023-02-26,2035-02-26,Approved,100,2023-02-08,2023-02-26,3685481.34,42,2026-09-26,
745,42,Business Loan,870000,11.02,96,13675.72,2024-10-16,2032-10-16,Approved,70,2024-10-11,2024-10-16,1012003.28,22,2026-09-16,
